,Airline,Source,Destination,Duration,Total stops,Price,Date,Year,Month,Day
2620,"United Airlines, SWISS",NYC,PAR,13h 45m ,2 stops ,416.53,2022-03-28,2022,3,28
2621,"United Airlines, SWISS",NYC,PAR,13h 45m ,2 stops ,416.53,2022-03-28,2022,3,28
2622,"United Airlines, SWISS",NYC,PAR,13h 50m ,2 stops ,462.13,2022-03-28,2022,3,28
2623,"United Airlines, Lufthansa",NYC,PAR,13h 40m ,2 stops ,463.2,2022-03-28,2022,3,28
2624,SWISS,NYC,PAR,18h 00m ,2 stops ,466.93,2022-03-28,2022,3,28
2625,TAP AIR PORTUGAL,NYC,PAR,14h 25m ,2 stops ,471.47,2022-03-28,2022,3,28
2626,TAP AIR PORTUGAL,NYC,PAR,15h 10m ,2 stops ,471.47,2022-03-28,2022,3,28
2627,TAP AIR PORTUGAL,NYC,PAR,16h 50m ,2 stops ,471.47,2022-03-28,2022,3,28
2628,TAP AIR PORTUGAL,NYC,PAR,17h 05m ,2 stops ,471.47,2022-03-28,2022,3,28
2629,TAP AIR PORTUGAL,NYC,PAR,17h 10m ,2 stops ,471.47,2022-03-28,2022,3,28
2630,SWISS,NYC,PAR,14h 00m ,2 stops ,471.73,2022-03-28,2022,3,28
2631,SWISS,NYC,PAR,18h 50m ,2 stops ,471.73,2022-03-28,2022,3,28
2632,SWISS,NYC,PAR,12h 45m ,2 stops ,480.8,2022-03-28,2022,3,28
2633,Austrian Airlines,NYC,PAR,15h 00m ,2 stops ,484.0,2022-03-28,2022,3,28
2634,WestJet,NYC,PAR,36h 55m ,1 stop ,493.33,2022-03-28,2022,3,28
2635,SWISS,NYC,PAR,13h 10m ,1 stop ,552.8,2022-03-28,2022,3,28
2636,SWISS,NYC,PAR,18h 00m ,1 stop ,552.8,2022-03-28,2022,3,28
2637,Iberia,NYC,PAR,14h 35m ,1 stop ,557.33,2022-03-28,2022,3,28
2638,Air Canada,NYC,PAR,11h 10m ,1 stop ,562.13,2022-03-28,2022,3,28
2639,Turkish Airlines,NYC,PAR,14h 40m ,1 stop ,562.93,2022-03-28,2022,3,28
2640,Delta,NYC,PAR,11h 40m ,1 stop ,568.0,2022-03-28,2022,3,28
2641,KLM,NYC,PAR,11h 20m ,1 stop ,601.87,2022-03-28,2022,3,28
2642,Aer Lingus,NYC,PAR,13h 20m ,1 stop ,619.73,2022-03-28,2022,3,28
2643,Aer Lingus,NYC,PAR,13h 25m ,1 stop ,619.73,2022-03-28,2022,3,28
2644,United Airlines,NYC,PAR,16h 30m ,1 stop ,622.93,2022-03-28,2022,3,28
2645,Aer Lingus,NYC,PAR,17h 10m ,1 stop ,626.13,2022-03-28,2022,3,28
2646,Aer Lingus,NYC,PAR,18h 20m ,1 stop ,626.13,2022-03-28,2022,3,28
2647,Aer Lingus,NYC,PAR,17h 10m ,1 stop ,692.53,2022-03-28,2022,3,28
2648,Aer Lingus,NYC,PAR,10h 10m ,1 stop ,697.87,2022-03-28,2022,3,28
2649,Aer Lingus,NYC,PAR,13h 20m ,1 stop ,698.4,2022-03-28,2022,3,28
2650,Turkish Airlines,NYC,PAR,15h 50m ,1 stop ,802.93,2022-03-28,2022,3,28
2651,Turkish Airlines,NYC,PAR,15h 50m ,1 stop ,802.93,2022-03-28,2022,3,28
2652,Turkish Airlines,NYC,PAR,15h 55m ,1 stop ,802.93,2022-03-28,2022,3,28
2653,Turkish Airlines,NYC,PAR,17h 10m ,1 stop ,802.93,2022-03-28,2022,3,28
2654,Turkish Airlines,NYC,PAR,17h 50m ,1 stop ,802.93,2022-03-28,2022,3,28
2655,Turkish Airlines,NYC,PAR,20h 20m ,1 stop ,802.93,2022-03-28,2022,3,28
2656,Air Europa,NYC,PAR,17h 45m ,1 stop ,833.07,2022-03-28,2022,3,28
2657,Turkish Airlines,NYC,PAR,21h 00m ,1 stop ,853.6,2022-03-28,2022,3,28
2658,Aeromexico,NYC,PAR,19h 25m ,1 stop ,917.87,2022-03-28,2022,3,28
2659,Air Europa,NYC,PAR,15h 50m ,1 stop ,931.2,2022-03-28,2022,3,28
2660,Air Europa,NYC,PAR,18h 15m ,1 stop ,931.2,2022-03-28,2022,3,28
2661,Delta,NYC,PAR,10h 51m ,1 stop ,932.53,2022-03-28,2022,3,28
2662,"Air Canada, Vueling",NYC,PAR,17h 05m ,3 stops ,282.13,2022-03-28,2022,3,28
2663,"Lufthansa, TAP AIR PORTUGAL",NYC,PAR,20h 45m ,3 stops ,335.73,2022-03-28,2022,3,28
2664,United Airlines,NYC,PAR,15h 45m ,2 stops ,362.13,2022-03-28,2022,3,28
2665,French Bee,NYC,PAR,7h 25m ,nonstop ,265.87,2022-03-29,2022,3,29
2666,French Bee,NYC,PAR,7h 25m ,nonstop ,238.67,2022-03-29,2022,3,29
2667,Vueling,NYC,PAR,29h 30m ,1 stop ,196.0,2022-03-29,2022,3,29
2668,Air France,NYC,PAR,7h 25m ,nonstop ,360.0,2022-03-29,2022,3,29
2669,Air France,NYC,PAR,7h 25m ,nonstop ,360.0,2022-03-29,2022,3,29
2670,Air France,NYC,PAR,7h 25m ,nonstop ,360.0,2022-03-29,2022,3,29
2671,Air France,NYC,PAR,7h 25m ,nonstop ,360.0,2022-03-29,2022,3,29
2672,Air France,NYC,PAR,7h 30m ,nonstop ,360.0,2022-03-29,2022,3,29
2673,Air France,NYC,PAR,7h 30m ,nonstop ,360.0,2022-03-29,2022,3,29
2674,Air France,NYC,PAR,7h 40m ,nonstop ,360.0,2022-03-29,2022,3,29
2675,Air France,NYC,PAR,7h 40m ,nonstop ,360.0,2022-03-29,2022,3,29
2676,Air France,NYC,PAR,7h 45m ,nonstop ,360.0,2022-03-29,2022,3,29
2677,Lufthansa,NYC,PAR,7h 05m ,nonstop ,360.8,2022-03-29,2022,3,29
2678,American Airlines,NYC,PAR,7h 10m ,nonstop ,360.8,2022-03-29,2022,3,29
2679,United Airlines,NYC,PAR,7h 05m ,nonstop ,362.13,2022-03-29,2022,3,29
2680,JetBlue,NYC,PAR,7h 10m ,nonstop ,435.73,2022-03-29,2022,3,29
2681,Vueling,NYC,PAR,18h 15m ,1 stop ,211.73,2022-03-29,2022,3,29
2682,Vueling,NYC,PAR,13h 45m ,1 stop ,218.67,2022-03-29,2022,3,29
2683,Air Europa,NYC,PAR,15h 10m ,1 stop ,301.07,2022-03-29,2022,3,29
2684,Vueling,NYC,PAR,11h 50m ,1 stop ,304.0,2022-03-29,2022,3,29
2685,Vueling,NYC,PAR,18h 05m ,1 stop ,304.8,2022-03-29,2022,3,29
2686,Vueling,NYC,PAR,17h 05m ,1 stop ,311.47,2022-03-29,2022,3,29
2687,Vueling,NYC,PAR,15h 10m ,1 stop ,326.4,2022-03-29,2022,3,29
2688,"Lufthansa, Ryanair",NYC,PAR,12h 55m ,1 stop ,334.4,2022-03-29,2022,3,29
2689,SAS,NYC,PAR,12h 25m ,1 stop ,338.67,2022-03-29,2022,3,29
2690,SAS,NYC,PAR,10h 45m ,1 stop ,350.67,2022-03-29,2022,3,29
2691,Air France,NYC,PAR,11h 05m ,1 stop ,360.0,2022-03-29,2022,3,29
2692,Air Canada,NYC,PAR,9h 55m ,1 stop ,360.53,2022-03-29,2022,3,29
2693,Air Canada,NYC,PAR,10h 05m ,1 stop ,360.53,2022-03-29,2022,3,29
2694,Air Canada,NYC,PAR,11h 50m ,1 stop ,360.53,2022-03-29,2022,3,29
2695,Air Canada,NYC,PAR,12h 00m ,1 stop ,360.53,2022-03-29,2022,3,29
2696,Air Canada,NYC,PAR,13h 04m ,1 stop ,360.53,2022-03-29,2022,3,29
2697,Air Canada,NYC,PAR,14h 50m ,1 stop ,360.53,2022-03-29,2022,3,29
2698,Air Canada,NYC,PAR,16h 50m ,1 stop ,360.53,2022-03-29,2022,3,29
2699,Air Canada,NYC,PAR,16h 50m ,1 stop ,360.53,2022-03-29,2022,3,29
2700,United Airlines,NYC,PAR,10h 09m ,1 stop ,362.13,2022-03-29,2022,3,29
2701,United Airlines,NYC,PAR,10h 23m ,1 stop ,362.13,2022-03-29,2022,3,29
2702,American Airlines,NYC,PAR,11h 35m ,1 stop ,362.13,2022-03-29,2022,3,29
2703,United Airlines,NYC,PAR,11h 55m ,1 stop ,362.13,2022-03-29,2022,3,29
2704,American Airlines,NYC,PAR,12h 04m ,1 stop ,362.13,2022-03-29,2022,3,29
2705,American Airlines,NYC,PAR,13h 35m ,1 stop ,362.13,2022-03-29,2022,3,29
2706,United Airlines,NYC,PAR,13h 35m ,1 stop ,362.13,2022-03-29,2022,3,29
2707,American Airlines,NYC,PAR,13h 41m ,1 stop ,362.13,2022-03-29,2022,3,29
2708,American Airlines,NYC,PAR,13h 59m ,1 stop ,362.13,2022-03-29,2022,3,29
2709,United Airlines,NYC,PAR,14h 31m ,1 stop ,362.13,2022-03-29,2022,3,29
2710,American Airlines,NYC,PAR,14h 35m ,1 stop ,362.13,2022-03-29,2022,3,29
2711,United Airlines,NYC,PAR,14h 45m ,1 stop ,362.13,2022-03-29,2022,3,29
2712,American Airlines,NYC,PAR,15h 35m ,1 stop ,362.13,2022-03-29,2022,3,29
2713,Delta,NYC,PAR,10h 05m ,1 stop ,365.33,2022-03-29,2022,3,29
2714,Delta,NYC,PAR,10h 15m ,1 stop ,365.33,2022-03-29,2022,3,29
2715,Delta,NYC,PAR,10h 15m ,1 stop ,365.33,2022-03-29,2022,3,29
2716,Delta,NYC,PAR,10h 16m ,1 stop ,365.33,2022-03-29,2022,3,29
2717,Delta,NYC,PAR,11h 15m ,1 stop ,365.33,2022-03-29,2022,3,29
2718,Delta,NYC,PAR,11h 16m ,1 stop ,365.33,2022-03-29,2022,3,29
2719,Delta,NYC,PAR,11h 30m ,1 stop ,365.33,2022-03-29,2022,3,29
2720,Delta,NYC,PAR,11h 59m ,1 stop ,365.33,2022-03-29,2022,3,29
2721,Delta,NYC,PAR,12h 05m ,1 stop ,365.33,2022-03-29,2022,3,29
2722,Delta,NYC,PAR,12h 15m ,1 stop ,365.33,2022-03-29,2022,3,29
2723,Delta,NYC,PAR,12h 30m ,1 stop ,365.33,2022-03-29,2022,3,29
2724,Delta,NYC,PAR,12h 40m ,1 stop ,365.33,2022-03-29,2022,3,29
2725,American Airlines,NYC,PAR,12h 48m ,1 stop ,365.33,2022-03-29,2022,3,29
2726,Delta,NYC,PAR,12h 50m ,1 stop ,365.33,2022-03-29,2022,3,29
2727,Delta,NYC,PAR,13h 00m ,1 stop ,365.33,2022-03-29,2022,3,29
2728,Delta,NYC,PAR,13h 05m ,1 stop ,365.33,2022-03-29,2022,3,29
2729,Delta,NYC,PAR,13h 15m ,1 stop ,365.33,2022-03-29,2022,3,29
2730,Delta,NYC,PAR,13h 35m ,1 stop ,365.33,2022-03-29,2022,3,29
2731,Delta,NYC,PAR,13h 45m ,1 stop ,365.33,2022-03-29,2022,3,29
2732,Delta,NYC,PAR,14h 15m ,1 stop ,365.33,2022-03-29,2022,3,29
2733,Delta,NYC,PAR,15h 00m ,1 stop ,365.33,2022-03-29,2022,3,29
2734,Air Canada,NYC,PAR,12h 15m ,1 stop ,366.13,2022-03-29,2022,3,29
2735,Air Canada,NYC,PAR,12h 20m ,1 stop ,366.13,2022-03-29,2022,3,29
2736,Air Canada,NYC,PAR,13h 30m ,1 stop ,366.13,2022-03-29,2022,3,29
2737,Air Canada,NYC,PAR,15h 10m ,1 stop ,366.13,2022-03-29,2022,3,29
2738,Air Canada,NYC,PAR,16h 05m ,1 stop ,366.13,2022-03-29,2022,3,29
2739,Air Canada,NYC,PAR,16h 10m ,1 stop ,366.13,2022-03-29,2022,3,29
2740,TAP AIR PORTUGAL,NYC,PAR,14h 35m ,1 stop ,369.07,2022-03-29,2022,3,29
2741,Air France,NYC,PAR,7h 25m ,nonstop ,360.53,2022-03-31,2022,3,31
2742,Vueling,NYC,PAR,28h 20m ,1 stop ,184.27,2022-03-31,2022,3,31
2743,Air France,NYC,PAR,7h 25m ,nonstop ,360.53,2022-03-31,2022,3,31
2744,Air France,NYC,PAR,7h 25m ,nonstop ,360.53,2022-03-31,2022,3,31
2745,Air France,NYC,PAR,7h 25m ,nonstop ,360.53,2022-03-31,2022,3,31
2746,Air France,NYC,PAR,7h 40m ,nonstop ,360.53,2022-03-31,2022,3,31
2747,Air France,NYC,PAR,7h 40m ,nonstop ,360.53,2022-03-31,2022,3,31
2748,Air France,NYC,PAR,7h 45m ,nonstop ,360.53,2022-03-31,2022,3,31
2749,Lufthansa,NYC,PAR,7h 05m ,nonstop ,360.8,2022-03-31,2022,3,31
2750,American Airlines,NYC,PAR,7h 10m ,nonstop ,360.8,2022-03-31,2022,3,31
2751,Delta,NYC,PAR,7h 30m ,nonstop ,360.8,2022-03-31,2022,3,31
2752,Delta,NYC,PAR,7h 30m ,nonstop ,360.8,2022-03-31,2022,3,31
2753,United Airlines,NYC,PAR,7h 05m ,nonstop ,362.13,2022-03-31,2022,3,31
2754,JetBlue,NYC,PAR,7h 10m ,nonstop ,435.73,2022-03-31,2022,3,31
2755,Vueling,NYC,PAR,11h 50m ,1 stop ,191.47,2022-03-31,2022,3,31
2756,Air France,NYC,PAR,7h 25m ,nonstop ,360.53,2022-04-01,2022,4,1
2757,Vueling,NYC,PAR,28h 20m ,1 stop ,184.27,2022-04-01,2022,4,1
2758,Air France,NYC,PAR,7h 25m ,nonstop ,360.53,2022-04-01,2022,4,1
2759,Air France,NYC,PAR,7h 25m ,nonstop ,360.53,2022-04-01,2022,4,1
2760,Air France,NYC,PAR,7h 25m ,nonstop ,360.53,2022-04-01,2022,4,1
2761,Air France,NYC,PAR,7h 40m ,nonstop ,360.53,2022-04-01,2022,4,1
2762,Air France,NYC,PAR,7h 40m ,nonstop ,360.53,2022-04-01,2022,4,1
2763,Air France,NYC,PAR,7h 45m ,nonstop ,360.53,2022-04-01,2022,4,1
2764,Lufthansa,NYC,PAR,7h 05m ,nonstop ,360.8,2022-04-01,2022,4,1
2765,American Airlines,NYC,PAR,7h 10m ,nonstop ,360.8,2022-04-01,2022,4,1
2766,Delta,NYC,PAR,7h 30m ,nonstop ,360.8,2022-04-01,2022,4,1
2767,Delta,NYC,PAR,7h 30m ,nonstop ,360.8,2022-04-01,2022,4,1
2768,United Airlines,NYC,PAR,7h 05m ,nonstop ,362.13,2022-04-01,2022,4,1
2769,JetBlue,NYC,PAR,7h 10m ,nonstop ,435.73,2022-04-01,2022,4,1
2770,Vueling,NYC,PAR,11h 50m ,1 stop ,191.47,2022-04-01,2022,4,1
2771,Lufthansa,NYC,PAR,7h 05m ,nonstop ,360.8,2022-04-05,2022,4,5
2772,SAS,NYC,PAR,10h 45m ,1 stop ,350.67,2022-04-05,2022,4,5
2773,American Airlines,NYC,PAR,7h 10m ,nonstop ,360.8,2022-04-05,2022,4,5
2774,Delta,NYC,PAR,7h 30m ,nonstop ,360.8,2022-04-05,2022,4,5
2775,Air France,NYC,PAR,7h 40m ,nonstop ,362.13,2022-04-05,2022,4,5
2776,JetBlue,NYC,PAR,7h 10m ,nonstop ,435.73,2022-04-05,2022,4,5
2777,Air France,NYC,PAR,10h 16m ,1 stop ,366.67,2022-04-05,2022,4,5
2778,SWISS,NYC,PAR,10h 45m ,1 stop ,378.13,2022-04-05,2022,4,5
2779,Lufthansa,NYC,PAR,10h 55m ,1 stop ,379.2,2022-04-05,2022,4,5
2780,American Airlines,NYC,PAR,9h 25m ,1 stop ,382.13,2022-04-05,2022,4,5
2781,American Airlines,NYC,PAR,9h 30m ,1 stop ,382.13,2022-04-05,2022,4,5
2782,American Airlines,NYC,PAR,9h 40m ,1 stop ,382.13,2022-04-05,2022,4,5
2783,American Airlines,NYC,PAR,9h 40m ,1 stop ,382.13,2022-04-05,2022,4,5
2784,American Airlines,NYC,PAR,9h 45m ,1 stop ,382.13,2022-04-05,2022,4,5
2785,American Airlines,NYC,PAR,9h 50m ,1 stop ,382.13,2022-04-05,2022,4,5
2786,American Airlines,NYC,PAR,10h 15m ,1 stop ,382.13,2022-04-05,2022,4,5
2787,American Airlines,NYC,PAR,10h 20m ,1 stop ,382.13,2022-04-05,2022,4,5
2788,American Airlines,NYC,PAR,11h 05m ,1 stop ,382.13,2022-04-05,2022,4,5
2789,KLM,NYC,PAR,9h 40m ,1 stop ,386.13,2022-04-05,2022,4,5
2790,Lufthansa,NYC,PAR,10h 30m ,1 stop ,397.6,2022-04-05,2022,4,5
2791,Aer Lingus,NYC,PAR,9h 35m ,1 stop ,924.8,2022-04-05,2022,4,5
2792,Air France,NYC,PAR,10h 51m ,1 stop ,360.8,2022-04-05,2022,4,5
2793,Air France,NYC,PAR,11h 05m ,1 stop ,360.8,2022-04-05,2022,4,5
2794,Air France,NYC,PAR,11h 20m ,1 stop ,360.8,2022-04-05,2022,4,5
2795,Air France,NYC,PAR,11h 40m ,1 stop ,360.8,2022-04-05,2022,4,5
2796,United Airlines,NYC,PAR,9h 55m ,1 stop ,362.13,2022-04-05,2022,4,5
2797,United Airlines,NYC,PAR,10h 09m ,1 stop ,362.13,2022-04-05,2022,4,5
2798,United Airlines,NYC,PAR,10h 23m ,1 stop ,362.13,2022-04-05,2022,4,5
2799,American Airlines,NYC,PAR,11h 35m ,1 stop ,362.13,2022-04-05,2022,4,5
2800,United Airlines,NYC,PAR,11h 55m ,1 stop ,362.13,2022-04-05,2022,4,5
2801,American Airlines,NYC,PAR,12h 04m ,1 stop ,362.13,2022-04-05,2022,4,5
2802,United Airlines,NYC,PAR,12h 30m ,1 stop ,362.13,2022-04-05,2022,4,5
2803,United Airlines,NYC,PAR,12h 31m ,1 stop ,362.13,2022-04-05,2022,4,5
2804,United Airlines,NYC,PAR,13h 30m ,1 stop ,362.13,2022-04-05,2022,4,5
2805,American Airlines,NYC,PAR,13h 35m ,1 stop ,362.13,2022-04-05,2022,4,5
2806,United Airlines,NYC,PAR,13h 35m ,1 stop ,362.13,2022-04-05,2022,4,5
2807,American Airlines,NYC,PAR,13h 41m ,1 stop ,362.13,2022-04-05,2022,4,5
2808,American Airlines,NYC,PAR,13h 59m ,1 stop ,362.13,2022-04-05,2022,4,5
2809,United Airlines,NYC,PAR,14h 15m ,1 stop ,362.13,2022-04-05,2022,4,5
2810,United Airlines,NYC,PAR,14h 30m ,1 stop ,362.13,2022-04-05,2022,4,5
2811,United Airlines,NYC,PAR,14h 31m ,1 stop ,362.13,2022-04-05,2022,4,5
2812,American Airlines,NYC,PAR,14h 35m ,1 stop ,362.13,2022-04-05,2022,4,5
2813,United Airlines,NYC,PAR,14h 45m ,1 stop ,362.13,2022-04-05,2022,4,5
2814,United Airlines,NYC,PAR,14h 50m ,1 stop ,362.13,2022-04-05,2022,4,5
2815,United Airlines,NYC,PAR,15h 30m ,1 stop ,362.13,2022-04-05,2022,4,5
2816,American Airlines,NYC,PAR,15h 35m ,1 stop ,362.13,2022-04-05,2022,4,5
2817,United Airlines,NYC,PAR,16h 30m ,1 stop ,362.13,2022-04-05,2022,4,5
2818,United Airlines,NYC,PAR,16h 50m ,1 stop ,362.13,2022-04-05,2022,4,5
2819,American Airlines,NYC,PAR,17h 01m ,1 stop ,362.13,2022-04-05,2022,4,5
2820,American Airlines,NYC,PAR,17h 35m ,1 stop ,362.13,2022-04-05,2022,4,5
2821,Air Canada,NYC,PAR,10h 05m ,1 stop ,364.27,2022-04-05,2022,4,5
2822,Air Canada,NYC,PAR,11h 50m ,1 stop ,364.27,2022-04-05,2022,4,5
2823,Air Canada,NYC,PAR,12h 00m ,1 stop ,364.27,2022-04-05,2022,4,5
2824,Air Canada,NYC,PAR,16h 50m ,1 stop ,364.27,2022-04-05,2022,4,5
2825,Delta,NYC,PAR,10h 05m ,1 stop ,365.33,2022-04-05,2022,4,5
2826,Delta,NYC,PAR,10h 15m ,1 stop ,365.33,2022-04-05,2022,4,5
2827,Delta,NYC,PAR,10h 15m ,1 stop ,365.33,2022-04-05,2022,4,5
2828,Delta,NYC,PAR,10h 16m ,1 stop ,365.33,2022-04-05,2022,4,5
2829,Delta,NYC,PAR,11h 15m ,1 stop ,365.33,2022-04-05,2022,4,5
2830,Delta,NYC,PAR,11h 16m ,1 stop ,365.33,2022-04-05,2022,4,5
2831,Delta,NYC,PAR,11h 30m ,1 stop ,365.33,2022-04-05,2022,4,5
2832,Delta,NYC,PAR,11h 40m ,1 stop ,365.33,2022-04-05,2022,4,5
2833,Delta,NYC,PAR,11h 59m ,1 stop ,365.33,2022-04-05,2022,4,5
2834,Delta,NYC,PAR,12h 05m ,1 stop ,365.33,2022-04-05,2022,4,5
2835,Delta,NYC,PAR,12h 15m ,1 stop ,365.33,2022-04-05,2022,4,5
2836,Delta,NYC,PAR,12h 40m ,1 stop ,365.33,2022-04-05,2022,4,5
2837,American Airlines,NYC,PAR,12h 48m ,1 stop ,365.33,2022-04-05,2022,4,5
2838,Delta,NYC,PAR,12h 50m ,1 stop ,365.33,2022-04-05,2022,4,5
2839,Delta,NYC,PAR,12h 55m ,1 stop ,365.33,2022-04-05,2022,4,5
2840,Delta,NYC,PAR,13h 00m ,1 stop ,365.33,2022-04-05,2022,4,5
2841,Delta,NYC,PAR,13h 05m ,1 stop ,365.33,2022-04-05,2022,4,5
2842,Delta,NYC,PAR,13h 10m ,1 stop ,365.33,2022-04-05,2022,4,5
2843,Delta,NYC,PAR,13h 15m ,1 stop ,365.33,2022-04-05,2022,4,5
2844,Delta,NYC,PAR,13h 20m ,1 stop ,365.33,2022-04-05,2022,4,5
2845,Delta,NYC,PAR,13h 45m ,1 stop ,365.33,2022-04-05,2022,4,5
2846,Delta,NYC,PAR,14h 15m ,1 stop ,365.33,2022-04-05,2022,4,5
2847,Delta,NYC,PAR,15h 00m ,1 stop ,365.33,2022-04-05,2022,4,5
2848,Air Canada,NYC,PAR,10h 50m ,1 stop ,369.87,2022-04-05,2022,4,5
2849,Air Canada,NYC,PAR,11h 10m ,1 stop ,369.87,2022-04-05,2022,4,5
2850,Air Canada,NYC,PAR,12h 15m ,1 stop ,369.87,2022-04-05,2022,4,5
2851,Air Canada,NYC,PAR,12h 20m ,1 stop ,369.87,2022-04-05,2022,4,5
2852,Air Canada,NYC,PAR,13h 15m ,1 stop ,369.87,2022-04-05,2022,4,5
2853,Air Canada,NYC,PAR,14h 00m ,1 stop ,369.87,2022-04-05,2022,4,5
2854,Air Canada,NYC,PAR,15h 10m ,1 stop ,369.87,2022-04-05,2022,4,5
2855,Air Canada,NYC,PAR,16h 05m ,1 stop ,369.87,2022-04-05,2022,4,5
2856,TAP AIR PORTUGAL,NYC,PAR,10h 50m ,1 stop ,371.73,2022-04-05,2022,4,5
2857,TAP AIR PORTUGAL,NYC,PAR,11h 50m ,1 stop ,371.73,2022-04-05,2022,4,5
2858,TAP AIR PORTUGAL,NYC,PAR,14h 00m ,1 stop ,371.73,2022-04-05,2022,4,5
2859,TAP AIR PORTUGAL,NYC,PAR,15h 00m ,1 stop ,371.73,2022-04-05,2022,4,5
2860,TAP AIR PORTUGAL,NYC,PAR,15h 15m ,1 stop ,371.73,2022-04-05,2022,4,5
2861,TAP AIR PORTUGAL,NYC,PAR,16h 15m ,1 stop ,371.73,2022-04-05,2022,4,5
2862,TAP AIR PORTUGAL,NYC,PAR,11h 30m ,1 stop ,373.6,2022-04-05,2022,4,5
2863,KLM,NYC,PAR,12h 35m ,1 stop ,373.6,2022-04-05,2022,4,5
2864,KLM,NYC,PAR,12h 54m ,1 stop ,373.6,2022-04-05,2022,4,5
2865,KLM,NYC,PAR,13h 40m ,1 stop ,373.6,2022-04-05,2022,4,5
2866,KLM,NYC,PAR,13h 55m ,1 stop ,373.6,2022-04-05,2022,4,5
2867,TAP AIR PORTUGAL,NYC,PAR,14h 10m ,1 stop ,373.6,2022-04-05,2022,4,5
2868,TAP AIR PORTUGAL,NYC,PAR,16h 10m ,1 stop ,373.6,2022-04-05,2022,4,5
2869,American Airlines,NYC,PAR,11h 30m ,1 stop ,374.67,2022-04-05,2022,4,5
2870,SWISS,NYC,PAR,9h 55m ,1 stop ,374.93,2022-04-05,2022,4,5
2871,SWISS,NYC,PAR,10h 45m ,1 stop ,374.93,2022-04-05,2022,4,5
2872,SWISS,NYC,PAR,14h 45m ,1 stop ,374.93,2022-04-05,2022,4,5
2873,SWISS,NYC,PAR,15h 35m ,1 stop ,374.93,2022-04-05,2022,4,5
2874,Iberia,NYC,PAR,11h 30m ,1 stop ,376.27,2022-04-05,2022,4,5
2875,"Finnair, Iberia",NYC,PAR,11h 30m ,1 stop ,376.27,2022-04-05,2022,4,5
2876,Iberia,NYC,PAR,14h 05m ,1 stop ,376.27,2022-04-05,2022,4,5
2877,"Finnair, Iberia",NYC,PAR,14h 05m ,1 stop ,376.27,2022-04-05,2022,4,5
2878,American Airlines,NYC,PAR,14h 05m ,1 stop ,376.27,2022-04-05,2022,4,5
2879,Iberia,NYC,PAR,14h 35m ,1 stop ,376.27,2022-04-05,2022,4,5
2880,American Airlines,NYC,PAR,14h 35m ,1 stop ,376.27,2022-04-05,2022,4,5
2881,Iberia,NYC,PAR,15h 35m ,1 stop ,376.27,2022-04-05,2022,4,5
2882,American Airlines,NYC,PAR,15h 35m ,1 stop ,376.27,2022-04-05,2022,4,5
2883,Air Europa,NYC,PAR,15h 10m ,1 stop ,377.87,2022-04-05,2022,4,5
2884,Lufthansa,NYC,PAR,10h 55m ,1 stop ,379.2,2022-04-05,2022,4,5
2885,Lufthansa,NYC,PAR,11h 55m ,1 stop ,379.2,2022-04-05,2022,4,5
2886,Air France,NYC,PAR,9h 40m ,1 stop ,379.47,2022-04-05,2022,4,5
2887,Air France,NYC,PAR,11h 20m ,1 stop ,379.47,2022-04-05,2022,4,5
2888,Lufthansa,NYC,PAR,14h 10m ,1 stop ,380.53,2022-04-05,2022,4,5
2889,Lufthansa,NYC,PAR,14h 25m ,1 stop ,380.53,2022-04-05,2022,4,5
2890,American Airlines,NYC,PAR,9h 25m ,1 stop ,382.13,2022-04-05,2022,4,5
2891,American Airlines,NYC,PAR,9h 30m ,1 stop ,382.13,2022-04-05,2022,4,5
2892,American Airlines,NYC,PAR,9h 40m ,1 stop ,382.13,2022-04-05,2022,4,5
2893,American Airlines,NYC,PAR,9h 40m ,1 stop ,382.13,2022-04-05,2022,4,5
2894,American Airlines,NYC,PAR,9h 45m ,1 stop ,382.13,2022-04-05,2022,4,5
2895,American Airlines,NYC,PAR,9h 50m ,1 stop ,382.13,2022-04-05,2022,4,5
2896,American Airlines,NYC,PAR,10h 15m ,1 stop ,382.13,2022-04-05,2022,4,5
2897,American Airlines,NYC,PAR,10h 20m ,1 stop ,382.13,2022-04-05,2022,4,5
2898,American Airlines,NYC,PAR,11h 05m ,1 stop ,382.13,2022-04-05,2022,4,5
2899,Air France,NYC,PAR,10h 10m ,1 stop ,383.2,2022-04-05,2022,4,5
2900,British Airways,NYC,PAR,9h 20m ,1 stop ,383.73,2022-04-05,2022,4,5
2901,British Airways,NYC,PAR,9h 40m ,1 stop ,383.73,2022-04-05,2022,4,5
2902,British Airways,NYC,PAR,9h 40m ,1 stop ,383.73,2022-04-05,2022,4,5
2903,British Airways,NYC,PAR,9h 45m ,1 stop ,383.73,2022-04-05,2022,4,5
2904,British Airways,NYC,PAR,10h 40m ,1 stop ,383.73,2022-04-05,2022,4,5
2905,American Airlines,NYC,PAR,10h 40m ,1 stop ,383.73,2022-04-05,2022,4,5
2906,British Airways,NYC,PAR,10h 45m ,1 stop ,383.73,2022-04-05,2022,4,5
2907,British Airways,NYC,PAR,11h 05m ,1 stop ,383.73,2022-04-05,2022,4,5
2908,British Airways,NYC,PAR,11h 05m ,1 stop ,383.73,2022-04-05,2022,4,5
2909,British Airways,NYC,PAR,11h 10m ,1 stop ,383.73,2022-04-05,2022,4,5
